B01001_001E,B01001B_001E,B01001_003E,B01001_004E,B01001_027E,B01001_028E,B01001B_003E,B01001B_004E,B01001B_018E,B01001B_019E,B01001_001M,B01001B_001M,B01001_003M,B01001_004M,B01001_027M,B01001_028M,B01001B_003M,B01001B_004M,B01001B_018M,B01001B_019M,state,zip code tabulation area
143.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,10.0,41.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,42,19435
63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,42,19457
4710.0,0.0,151.0,101.0,179.0,145.0,0.0,0.0,0.0,0.0,470.0,10.0,91.0,76.0,83.0,77.0,10.0,10.0,10.0,10.0,42,16053
30380.0,448.0,1021.0,1151.0,867.0,914.0,10.0,12.0,0.0,13.0,242.0,157.0,177.0,146.0,167.0,146.0,17.0,20.0,22.0,17.0,42,16066
32486.0,2522.0,744.0,970.0,853.0,829.0,87.0,140.0,99.0,90.0,604.0,285.0,137.0,142.0,113.0,127.0,38.0,72.0,39.0,74.0,42,16101
15289.0,226.0,321.0,376.0,301.0,439.0,8.0,18.0,0.0,17.0,366.0,144.0,122.0,110.0,90.0,161.0,11.0,28.0,16.0,26.0,42,16105
2140.0,0.0,62.0,53.0,33.0,17.0,0.0,0.0,0.0,0.0,354.0,10.0,58.0,47.0,45.0,14.0,10.0,10.0,10.0,10.0,42,16123
3584.0,2.0,71.0,133.0,90.0,65.0,0.0,0.0,0.0,0.0,287.0,3.0,31.0,51.0,65.0,24.0,10.0,10.0,10.0,10.0,42,16134
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,42,16140
2721.0,13.0,59.0,67.0,60.0,66.0,0.0,0.0,0.0,0.0,184.0,13.0,26.0,22.0,20.0,20.0,10.0,10.0,10.0,10.0,42,16145
3076.0,25.0,39.0,41.0,53.0,41.0,0.0,0.0,0.0,0.0,274.0,23.0,20.0,22.0,31.0,19.0,10.0,10.0,10.0,10.0,42,16157
680.0,67.0,2.0,22.0,7.0,8.0,0.0,0.0,0.0,0.0,147.0,52.0,5.0,21.0,10.0,10.0,10.0,10.0,10.0,10.0,42,16161
447.0,3.0,14.0,1.0,17.0,19.0,0.0,0.0,0.0,0.0,88.0,5.0,11.0,4.0,14.0,15.0,10.0,10.0,10.0,10.0,42,16238
4350.0,10.0,114.0,105.0,155.0,107.0,0.0,0.0,0.0,5.0,233.0,16.0,33.0,36.0,44.0,32.0,10.0,10.0,10.0,8.0,42,16242
1666.0,7.0,74.0,37.0,57.0,55.0,0.0,0.0,0.0,0.0,150.0,12.0,33.0,18.0,16.0,22.0,10.0,10.0,10.0,10.0,42,16255
43.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,25.0,10.0,10.0,10.0,10.0,10.0,10.0,42,16332
3150.0,5.0,78.0,63.0,56.0,95.0,0.0,0.0,0.0,0.0,191.0,5.0,27.0,22.0,24.0,28.0,10.0,10.0,10.0,10.0,42,16371
6676.0,287.0,172.0,163.0,93.0,180.0,5.0,0.0,4.0,0.0,334.0,60.0,54.0,49.0,30.0,47.0,9.0,15.0,8.0,15.0,42,16403
3128.0,28.0,133.0,113.0,88.0,101.0,0.0,0.0,0.0,0.0,237.0,23.0,47.0,37.0,26.0,31.0,10.0,10.0,10.0,10.0,42,16406
9523.0,78.0,197.0,464.0,437.0,310.0,0.0,0.0,0.0,0.0,487.0,49.0,90.0,142.0,147.0,116.0,15.0,15.0,15.0,15.0,42,16415
4277.0,9.0,122.0,96.0,129.0,98.0,0.0,0.0,0.0,0.0,294.0,11.0,82.0,47.0,70.0,48.0,10.0,10.0,10.0,10.0,42,16423
1787.0,16.0,28.0,42.0,42.0,65.0,0.0,0.0,3.0,0.0,173.0,16.0,15.0,17.0,25.0,26.0,10.0,10.0,4.0,10.0,42,16435
2500.0,25.0,80.0,70.0,49.0,51.0,0.0,0.0,0.0,0.0,216.0,36.0,32.0,40.0,22.0,24.0,10.0,10.0,10.0,10.0,42,16611
122.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,10.0,10.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,42,16616
590.0,3.0,9.0,17.0,11.0,10.0,0.0,0.0,0.0,0.0,101.0,5.0,9.0,18.0,10.0,11.0,10.0,10.0,10.0,10.0,42,16623
2138.0,10.0,57.0,68.0,61.0,42.0,0.0,0.0,0.0,0.0,202.0,11.0,37.0,27.0,36.0,23.0,10.0,10.0,10.0,10.0,42,16627
340.0,0.0,4.0,2.0,11.0,4.0,0.0,0.0,0.0,0.0,70.0,10.0,4.0,2.0,9.0,4.0,10.0,10.0,10.0,10.0,42,16634
783.0,0.0,21.0,44.0,18.0,39.0,0.0,0.0,0.0,0.0,134.0,10.0,18.0,28.0,15.0,22.0,10.0,10.0,10.0,10.0,42,16640
163.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,46.0,10.0,10.0,11.0,10.0,3.0,10.0,10.0,10.0,10.0,42,16645
398.0,0.0,0.0,17.0,12.0,4.0,0.0,0.0,0.0,0.0,84.0,10.0,10.0,17.0,17.0,5.0,10.0,10.0,10.0,10.0,42,16680
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,42,16682
186.0,0.0,42.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,85.0,10.0,36.0,10.0,10.0,18.0,10.0,10.0,10.0,10.0,42,16727
1291.0,0.0,58.0,33.0,29.0,33.0,0.0,0.0,0.0,0.0,154.0,10.0,32.0,23.0,23.0,16.0,10.0,10.0,10.0,10.0,42,16746
4745.0,200.0,59.0,129.0,49.0,26.0,0.0,0.0,0.0,0.0,236.0,154.0,51.0,108.0,42.0,36.0,10.0,10.0,10.0,10.0,42,16827
2400.0,16.0,56.0,71.0,49.0,89.0,0.0,0.0,0.0,0.0,205.0,12.0,23.0,34.0,22.0,28.0,10.0,10.0,10.0,10.0,42,17264
53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,42,17270
351.0,27.0,7.0,6.0,13.0,28.0,0.0,0.0,0.0,7.0,114.0,48.0,9.0,9.0,12.0,27.0,10.0,10.0,10.0,14.0,42,17306
51636.0,1009.0,1506.0,1780.0,1531.0,1535.0,29.0,9.0,27.0,84.0,437.0,293.0,228.0,247.0,287.0,242.0,33.0,15.0,32.0,72.0,42,17331
12876.0,232.0,322.0,329.0,425.0,483.0,0.0,46.0,16.0,14.0,666.0,116.0,108.0,109.0,125.0,159.0,16.0,40.0,34.0,18.0,42,17350
13300.0,241.0,421.0,602.0,286.0,350.0,31.0,3.0,24.0,0.0,626.0,150.0,102.0,159.0,93.0,105.0,30.0,6.0,37.0,16.0,42,17362
9406.0,61.0,270.0,230.0,261.0,201.0,6.0,0.0,4.0,3.0,447.0,52.0,83.0,76.0,150.0,94.0,10.0,15.0,7.0,6.0,42,17363
7395.0,12.0,121.0,220.0,97.0,235.0,0.0,0.0,0.0,0.0,487.0,12.0,53.0,130.0,59.0,94.0,15.0,15.0,15.0,15.0,42,17368
37476.0,3400.0,967.0,1132.0,885.0,1057.0,146.0,113.0,189.0,109.0,1089.0,597.0,261.0,304.0,212.0,304.0,159.0,190.0,142.0,157.0,42,17402
2226.0,39.0,55.0,62.0,53.0,76.0,0.0,4.0,0.0,0.0,292.0,48.0,29.0,34.0,40.0,35.0,10.0,9.0,10.0,10.0,42,17407
530.0,0.0,0.0,13.0,45.0,45.0,0.0,0.0,0.0,0.0,247.0,10.0,10.0,19.0,55.0,45.0,10.0,10.0,10.0,10.0,42,17508
6310.0,70.0,220.0,440.0,160.0,291.0,0.0,13.0,24.0,0.0,469.0,94.0,65.0,159.0,74.0,82.0,15.0,21.0,37.0,15.0,42,17527
4370.0,49.0,234.0,151.0,158.0,214.0,0.0,0.0,0.0,0.0,527.0,57.0,89.0,76.0,77.0,111.0,10.0,10.0,10.0,10.0,42,17529
4644.0,0.0,113.0,130.0,163.0,189.0,0.0,0.0,0.0,0.0,587.0,10.0,77.0,87.0,97.0,143.0,10.0,10.0,10.0,10.0,42,17560
7188.0,14.0,226.0,365.0,216.0,436.0,0.0,14.0,0.0,0.0,752.0,24.0,94.0,153.0,101.0,161.0,15.0,24.0,15.0,15.0,42,17578
846.0,9.0,31.0,35.0,32.0,47.0,0.0,0.0,0.0,0.0,192.0,17.0,29.0,35.0,27.0,44.0,10.0,10.0,10.0,10.0,42,17581
245.0,0.0,8.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,52.0,10.0,6.0,4.0,10.0,8.0,10.0,10.0,10.0,10.0,42,17731
3439.0,0.0,103.0,129.0,169.0,158.0,0.0,0.0,0.0,0.0,274.0,10.0,39.0,30.0,56.0,63.0,10.0,10.0,10.0,10.0,42,17747
178.0,0.0,16.0,19.0,0.0,16.0,0.0,0.0,0.0,0.0,122.0,10.0,22.0,21.0,10.0,22.0,10.0,10.0,10.0,10.0,42,17767
7320.0,42.0,121.0,193.0,308.0,154.0,0.0,0.0,0.0,0.0,483.0,29.0,49.0,93.0,112.0,70.0,15.0,15.0,15.0,15.0,42,17777
82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,42,17778
3871.0,43.0,57.0,71.0,97.0,114.0,0.0,0.0,0.0,0.0,291.0,49.0,42.0,47.0,62.0,61.0,10.0,10.0,10.0,10.0,42,17824
1498.0,17.0,70.0,44.0,27.0,48.0,0.0,0.0,0.0,17.0,177.0,23.0,36.0,22.0,20.0,29.0,10.0,10.0,10.0,23.0,42,17881
8761.0,1929.0,157.0,165.0,111.0,201.0,0.0,0.0,0.0,0.0,357.0,159.0,64.0,78.0,46.0,93.0,15.0,15.0,15.0,15.0,42,17931
258.0,0.0,39.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,132.0,10.0,61.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,42,17951
8852.0,98.0,183.0,298.0,183.0,230.0,0.0,16.0,0.0,7.0,293.0,75.0,57.0,80.0,51.0,60.0,15.0,24.0,15.0,10.0,42,17963
191.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,113.0,10.0,10.0,10.0,10.0,32.0,10.0,10.0,10.0,10.0,42,17979
21630.0,510.0,478.0,650.0,588.0,736.0,78.0,0.0,15.0,17.0,957.0,414.0,193.0,184.0,216.0,269.0,82.0,19.0,31.0,31.0,42,17356
3732.0,36.0,61.0,135.0,103.0,84.0,0.0,11.0,0.0,0.0,423.0,34.0,42.0,55.0,54.0,46.0,10.0,16.0,10.0,10.0,42,17364
4409.0,40.0,121.0,109.0,91.0,167.0,0.0,7.0,0.0,0.0,321.0,50.0,45.0,38.0,33.0,50.0,10.0,9.0,10.0,10.0,42,17372
17766.0,5443.0,981.0,720.0,730.0,650.0,191.0,271.0,190.0,160.0,939.0,714.0,198.0,192.0,244.0,165.0,92.0,177.0,104.0,66.0,42,17401
35414.0,3780.0,1158.0,1131.0,1072.0,1139.0,193.0,136.0,85.0,162.0,962.0,643.0,223.0,281.0,244.0,278.0,141.0,98.0,81.0,118.0,42,17404
2725.0,0.0,155.0,106.0,130.0,153.0,0.0,0.0,0.0,0.0,429.0,10.0,97.0,63.0,54.0,83.0,10.0,10.0,10.0,10.0,42,17536
7381.0,89.0,213.0,275.0,283.0,164.0,0.0,0.0,0.0,0.0,515.0,51.0,105.0,87.0,109.0,82.0,15.0,15.0,15.0,15.0,42,17547
842.0,0.0,47.0,35.0,22.0,40.0,0.0,0.0,0.0,0.0,159.0,10.0,31.0,24.0,20.0,32.0,10.0,10.0,10.0,10.0,42,17097
1140.0,0.0,13.0,87.0,22.0,18.0,0.0,0.0,0.0,0.0,315.0,10.0,21.0,94.0,26.0,31.0,10.0,10.0,10.0,10.0,42,17099
35694.0,2728.0,957.0,1048.0,952.0,1050.0,58.0,122.0,108.0,34.0,1011.0,626.0,204.0,247.0,223.0,225.0,59.0,78.0,57.0,48.0,42,17112
384.0,0.0,20.0,48.0,6.0,0.0,0.0,0.0,0.0,0.0,163.0,10.0,17.0,39.0,8.0,10.0,10.0,10.0,10.0,10.0,42,17219
1612.0,4.0,54.0,41.0,39.0,16.0,0.0,0.0,0.0,0.0,145.0,7.0,24.0,18.0,15.0,13.0,10.0,10.0,10.0,10.0,42,17238
1369.0,4.0,33.0,98.0,73.0,44.0,0.0,0.0,0.0,0.0,173.0,5.0,22.0,57.0,45.0,19.0,10.0,10.0,10.0,10.0,42,17243
494.0,4.0,17.0,14.0,13.0,7.0,0.0,4.0,0.0,0.0,102.0,6.0,13.0,16.0,12.0,7.0,10.0,6.0,10.0,10.0,42,17266
2742.0,21.0,56.0,99.0,48.0,78.0,0.0,0.0,0.0,0.0,182.0,18.0,23.0,32.0,23.0,23.0,10.0,10.0,10.0,10.0,42,17267
8385.0,30.0,141.0,213.0,232.0,218.0,0.0,0.0,0.0,0.0,521.0,20.0,75.0,82.0,93.0,78.0,15.0,15.0,15.0,15.0,42,17316
541.0,0.0,52.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,230.0,10.0,46.0,10.0,10.0,63.0,10.0,10.0,10.0,10.0,42,17318
7889.0,38.0,282.0,204.0,212.0,186.0,0.0,0.0,0.0,0.0,239.0,36.0,82.0,72.0,72.0,71.0,15.0,15.0,15.0,15.0,42,17320
5910.0,2.0,90.0,173.0,104.0,207.0,0.0,0.0,0.0,0.0,542.0,3.0,68.0,93.0,45.0,115.0,15.0,15.0,15.0,15.0,42,17322
1591.0,27.0,39.0,55.0,44.0,50.0,0.0,0.0,0.0,0.0,151.0,19.0,20.0,22.0,18.0,16.0,10.0,10.0,10.0,10.0,42,16948
7154.0,308.0,134.0,243.0,213.0,288.0,0.0,0.0,0.0,105.0,391.0,255.0,65.0,94.0,89.0,177.0,15.0,15.0,15.0,153.0,42,17349
3456.0,9.0,47.0,113.0,56.0,69.0,0.0,0.0,0.0,0.0,319.0,13.0,37.0,70.0,47.0,91.0,10.0,10.0,10.0,10.0,42,17353
4251.0,9.0,146.0,175.0,93.0,146.0,0.0,0.0,0.0,0.0,146.0,10.0,88.0,67.0,62.0,65.0,10.0,10.0,10.0,10.0,42,17501
16501.0,89.0,533.0,420.0,446.0,631.0,0.0,0.0,0.0,0.0,1142.0,105.0,137.0,136.0,133.0,139.0,16.0,16.0,16.0,16.0,42,17517
30556.0,589.0,847.0,798.0,549.0,986.0,0.0,59.0,18.0,0.0,865.0,248.0,192.0,214.0,159.0,289.0,22.0,79.0,28.0,22.0,42,17022
194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,42,17029
38072.0,1168.0,1214.0,1169.0,1039.0,1337.0,38.0,0.0,5.0,5.0,812.0,307.0,169.0,195.0,199.0,189.0,46.0,22.0,12.0,13.0,42,17042
3987.0,7.0,132.0,196.0,139.0,190.0,0.0,2.0,0.0,0.0,304.0,7.0,39.0,47.0,61.0,46.0,10.0,3.0,10.0,10.0,42,17048
7972.0,15.0,212.0,211.0,209.0,252.0,0.0,3.0,0.0,0.0,393.0,17.0,94.0,70.0,70.0,76.0,15.0,7.0,15.0,15.0,42,17059
352.0,0.0,20.0,38.0,20.0,10.0,0.0,0.0,0.0,0.0,220.0,10.0,31.0,40.0,32.0,14.0,10.0,10.0,10.0,10.0,42,16132
13378.0,1919.0,321.0,384.0,447.0,413.0,42.0,132.0,94.0,80.0,39.0,302.0,113.0,120.0,105.0,141.0,46.0,69.0,65.0,77.0,42,16146
6989.0,118.0,170.0,226.0,181.0,182.0,0.0,0.0,0.0,0.0,125.0,99.0,71.0,60.0,69.0,70.0,15.0,15.0,15.0,15.0,42,16150
974.0,0.0,10.0,55.0,62.0,57.0,0.0,0.0,0.0,0.0,202.0,10.0,8.0,37.0,38.0,35.0,10.0,10.0,10.0,10.0,42,16210
105.0,0.0,1.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,46.0,10.0,2.0,10.0,6.0,8.0,10.0,10.0,10.0,10.0,42,16213
7633.0,174.0,104.0,139.0,185.0,223.0,18.0,0.0,0.0,0.0,247.0,106.0,50.0,70.0,63.0,86.0,28.0,15.0,15.0,15.0,42,16226
5426.0,1.0,152.0,120.0,77.0,128.0,0.0,0.0,0.0,0.0,539.0,2.0,67.0,54.0,45.0,45.0,15.0,15.0,15.0,15.0,42,16229
416.0,0.0,5.0,6.0,13.0,21.0,0.0,0.0,0.0,0.0,70.0,10.0,6.0,6.0,7.0,17.0,10.0,10.0,10.0,10.0,42,16230
4205.0,11.0,161.0,118.0,119.0,112.0,0.0,6.0,0.0,0.0,263.0,14.0,65.0,29.0,30.0,57.0,10.0,9.0,10.0,10.0,42,16232
1407.0,12.0,41.0,41.0,27.0,58.0,5.0,0.0,0.0,0.0,154.0,20.0,18.0,20.0,16.0,22.0,9.0,10.0,10.0,10.0,42,16240
284.0,0.0,13.0,11.0,31.0,10.0,0.0,0.0,0.0,0.0,94.0,10.0,13.0,13.0,30.0,10.0,10.0,10.0,10.0,10.0,42,16244
2849.0,10.0,32.0,99.0,119.0,91.0,0.0,0.0,0.0,0.0,212.0,20.0,21.0,32.0,37.0,40.0,10.0,10.0,10.0,10.0,42,16262
5189.0,9.0,53.0,95.0,17.0,92.0,0.0,0.0,0.0,0.0,278.0,14.0,28.0,56.0,15.0,37.0,15.0,15.0,15.0,15.0,42,16316
1343.0,0.0,17.0,13.0,3.0,57.0,0.0,0.0,0.0,0.0,236.0,10.0,15.0,13.0,4.0,41.0,10.0,10.0,10.0,10.0,42,16319
63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,42,16331
344.0,3.0,16.0,10.0,12.0,10.0,0.0,0.0,0.0,0.0,73.0,5.0,13.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,42,16334
1740.0,0.0,26.0,36.0,30.0,44.0,0.0,0.0,0.0,0.0,197.0,10.0,17.0,19.0,15.0,26.0,10.0,10.0,10.0,10.0,42,16340
3459.0,44.0,53.0,108.0,67.0,81.0,0.0,0.0,6.0,0.0,143.0,39.0,34.0,37.0,35.0,34.0,10.0,10.0,8.0,10.0,42,16345
3180.0,0.0,139.0,83.0,57.0,74.0,0.0,0.0,0.0,0.0,287.0,10.0,63.0,44.0,44.0,41.0,10.0,10.0,10.0,10.0,42,16346
2580.0,5.0,124.0,80.0,108.0,72.0,0.0,0.0,0.0,0.0,236.0,8.0,39.0,28.0,44.0,30.0,10.0,10.0,10.0,10.0,42,16350
1433.0,0.0,46.0,54.0,24.0,60.0,0.0,0.0,0.0,0.0,174.0,10.0,27.0,24.0,15.0,27.0,10.0,10.0,10.0,10.0,42,16360
443.0,0.0,4.0,8.0,13.0,5.0,0.0,0.0,0.0,0.0,99.0,10.0,5.0,9.0,10.0,8.0,10.0,10.0,10.0,10.0,42,16372
6797.0,1250.0,158.0,172.0,124.0,109.0,1.0,0.0,2.0,0.0,170.0,170.0,46.0,44.0,47.0,43.0,4.0,15.0,4.0,15.0,42,16401
776.0,8.0,19.0,21.0,18.0,10.0,0.0,0.0,0.0,0.0,105.0,13.0,13.0,17.0,12.0,9.0,10.0,10.0,10.0,10.0,42,16405
180.0,0.0,0.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,93.0,10.0,10.0,30.0,16.0,10.0,10.0,10.0,10.0,10.0,42,16416
2431.0,11.0,54.0,74.0,74.0,64.0,0.0,0.0,0.0,5.0,276.0,14.0,43.0,32.0,52.0,30.0,10.0,10.0,10.0,7.0,42,17244
88.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,42,17254
1049.0,0.0,23.0,25.0,21.0,11.0,0.0,0.0,0.0,0.0,150.0,10.0,22.0,12.0,14.0,7.0,10.0,10.0,10.0,10.0,42,17255
29238.0,1307.0,818.0,689.0,733.0,961.0,0.0,38.0,0.0,44.0,460.0,390.0,193.0,227.0,193.0,256.0,19.0,59.0,19.0,62.0,42,17257
1562.0,4.0,68.0,30.0,80.0,69.0,0.0,0.0,0.0,0.0,182.0,10.0,38.0,20.0,38.0,27.0,10.0,10.0,10.0,10.0,42,17262
2906.0,15.0,61.0,91.0,73.0,67.0,0.0,0.0,0.0,0.0,332.0,24.0,45.0,51.0,52.0,34.0,10.0,10.0,10.0,10.0,42,17304
5964.0,49.0,221.0,146.0,160.0,187.0,4.0,2.0,0.0,0.0,411.0,43.0,98.0,55.0,60.0,72.0,6.0,4.0,15.0,15.0,42,17307
697.0,4.0,24.0,33.0,6.0,48.0,0.0,0.0,0.0,0.0,149.0,5.0,24.0,26.0,10.0,26.0,10.0,10.0,10.0,10.0,42,17317
27928.0,769.0,730.0,709.0,635.0,543.0,28.0,24.0,0.0,0.0,574.0,168.0,143.0,158.0,132.0,142.0,34.0,37.0,19.0,19.0,42,17325
313.0,1.0,29.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,141.0,4.0,42.0,10.0,10.0,47.0,10.0,10.0,10.0,10.0,42,16725
1388.0,0.0,35.0,38.0,26.0,33.0,0.0,0.0,0.0,0.0,174.0,10.0,27.0,22.0,15.0,19.0,10.0,10.0,10.0,10.0,42,16874
837.0,0.0,30.0,33.0,26.0,31.0,0.0,0.0,0.0,0.0,140.0,10.0,18.0,19.0,22.0,19.0,10.0,10.0,10.0,10.0,42,16942
344.0,0.0,18.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,60.0,10.0,13.0,5.0,4.0,6.0,10.0,10.0,10.0,10.0,42,16212
12078.0,51.0,356.0,388.0,257.0,267.0,0.0,0.0,0.0,0.0,415.0,50.0,96.0,96.0,99.0,66.0,16.0,16.0,16.0,16.0,42,18431
10045.0,18.0,166.0,318.0,194.0,171.0,0.0,0.0,0.0,0.0,713.0,28.0,113.0,155.0,111.0,109.0,16.0,16.0,16.0,16.0,42,18447
783.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,10.0,24.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,42,18451
1390.0,4.0,44.0,29.0,18.0,39.0,0.0,0.0,0.0,0.0,134.0,6.0,23.0,14.0,13.0,25.0,10.0,10.0,10.0,10.0,42,18465
13182.0,506.0,496.0,368.0,519.0,538.0,16.0,29.0,15.0,35.0,712.0,270.0,139.0,106.0,133.0,148.0,27.0,35.0,24.0,45.0,42,18508
4754.0,53.0,221.0,65.0,142.0,106.0,0.0,0.0,0.0,0.0,286.0,44.0,81.0,52.0,55.0,57.0,10.0,10.0,10.0,10.0,42,18519
252.0,0.0,7.0,10.0,1.0,9.0,0.0,0.0,0.0,0.0,57.0,10.0,6.0,6.0,3.0,6.0,10.0,10.0,10.0,10.0,42,18602
154.0,0.0,19.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,56.0,10.0,21.0,10.0,10.0,6.0,10.0,10.0,10.0,10.0,42,18441
13615.0,135.0,263.0,381.0,347.0,516.0,0.0,12.0,0.0,13.0,523.0,145.0,73.0,87.0,98.0,123.0,16.0,19.0,16.0,21.0,42,18444
468.0,0.0,5.0,38.0,5.0,12.0,0.0,0.0,0.0,0.0,175.0,10.0,8.0,36.0,8.0,14.0,10.0,10.0,10.0,10.0,42,16422
1093.0,5.0,8.0,25.0,11.0,24.0,0.0,0.0,0.0,0.0,96.0,14.0,7.0,13.0,8.0,15.0,10.0,10.0,10.0,10.0,42,16836
7617.0,12.0,200.0,156.0,268.0,228.0,0.0,0.0,0.0,0.0,220.0,18.0,90.0,51.0,85.0,65.0,15.0,15.0,15.0,15.0,42,16438
24118.0,479.0,670.0,819.0,588.0,600.0,51.0,0.0,27.0,19.0,578.0,223.0,157.0,165.0,131.0,142.0,65.0,19.0,26.0,26.0,42,16506
16046.0,1081.0,428.0,490.0,549.0,449.0,45.0,0.0,92.0,108.0,764.0,426.0,135.0,126.0,170.0,148.0,39.0,16.0,85.0,83.0,42,16508
25735.0,2269.0,805.0,745.0,770.0,934.0,74.0,117.0,33.0,145.0,884.0,365.0,210.0,192.0,155.0,236.0,59.0,81.0,33.0,73.0,42,16510
12289.0,12.0,327.0,329.0,238.0,251.0,0.0,0.0,0.0,0.0,639.0,27.0,118.0,108.0,89.0,92.0,16.0,16.0,16.0,16.0,42,16635
970.0,9.0,33.0,57.0,22.0,23.0,0.0,0.0,0.0,0.0,175.0,14.0,18.0,37.0,18.0,14.0,10.0,10.0,10.0,10.0,42,16131
1571.0,0.0,37.0,41.0,58.0,39.0,0.0,0.0,0.0,0.0,171.0,10.0,18.0,17.0,28.0,18.0,10.0,10.0,10.0,10.0,42,16133
690.0,5.0,4.0,11.0,18.0,22.0,0.0,0.0,0.0,0.0,140.0,5.0,4.0,13.0,24.0,19.0,10.0,10.0,10.0,10.0,42,16136
6968.0,94.0,338.0,243.0,188.0,211.0,0.0,0.0,7.0,0.0,441.0,74.0,94.0,71.0,52.0,65.0,15.0,15.0,12.0,15.0,42,16142
2889.0,4.0,77.0,91.0,79.0,92.0,0.0,0.0,0.0,0.0,236.0,6.0,27.0,34.0,36.0,37.0,10.0,10.0,10.0,10.0,42,16156
17616.0,78.0,507.0,512.0,360.0,473.0,0.0,0.0,0.0,0.0,411.0,41.0,91.0,113.0,96.0,110.0,16.0,16.0,16.0,16.0,42,16201
176.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,60.0,10.0,10.0,10.0,9.0,5.0,10.0,10.0,10.0,10.0,42,16223
1243.0,1.0,29.0,25.0,37.0,42.0,0.0,0.0,0.0,0.0,135.0,5.0,16.0,17.0,20.0,19.0,10.0,10.0,10.0,10.0,42,16224
474.0,0.0,1.0,5.0,7.0,16.0,0.0,0.0,0.0,0.0,106.0,10.0,4.0,6.0,8.0,14.0,10.0,10.0,10.0,10.0,42,16228
1048.0,0.0,39.0,24.0,14.0,40.0,0.0,0.0,0.0,0.0,148.0,10.0,27.0,22.0,15.0,29.0,10.0,10.0,10.0,10.0,42,16233
1239.0,1.0,30.0,39.0,38.0,33.0,0.0,0.0,0.0,0.0,142.0,3.0,14.0,25.0,18.0,16.0,10.0,10.0,10.0,10.0,42,16235
239.0,0.0,0.0,10.0,2.0,9.0,0.0,0.0,0.0,0.0,64.0,10.0,10.0,9.0,3.0,8.0,10.0,10.0,10.0,10.0,42,16246
3238.0,52.0,43.0,71.0,62.0,109.0,0.0,0.0,0.0,0.0,196.0,29.0,19.0,24.0,22.0,34.0,10.0,10.0,10.0,10.0,42,16254
2043.0,6.0,94.0,42.0,48.0,27.0,0.0,0.0,0.0,0.0,335.0,10.0,68.0,36.0,44.0,21.0,10.0,10.0,10.0,10.0,42,16258
1839.0,0.0,43.0,54.0,50.0,50.0,0.0,0.0,0.0,0.0,160.0,10.0,25.0,23.0,27.0,22.0,10.0,10.0,10.0,10.0,42,16259
15931.0,138.0,453.0,634.0,306.0,443.0,0.0,0.0,0.0,0.0,393.0,78.0,115.0,116.0,103.0,85.0,16.0,16.0,16.0,16.0,42,16301
1296.0,4.0,28.0,44.0,38.0,21.0,0.0,0.0,0.0,0.0,125.0,6.0,16.0,17.0,20.0,12.0,10.0,10.0,10.0,10.0,42,16317
