B01001_001E,B01001B_001E,B01001_003E,B01001_004E,B01001_027E,B01001_028E,B01001B_003E,B01001B_004E,B01001B_018E,B01001B_019E,B01001_001M,B01001B_001M,B01001_003M,B01001_004M,B01001_027M,B01001_028M,B01001B_003M,B01001B_004M,B01001B_018M,B01001B_019M,state,zip code tabulation area
4474.0,0.0,92.0,110.0,58.0,71.0,0.0,0.0,0.0,0.0,264.0,10.0,39.0,49.0,24.0,32.0,10.0,10.0,10.0,10.0,42,15681
2323.0,0.0,72.0,74.0,54.0,56.0,0.0,0.0,0.0,0.0,182.0,10.0,37.0,23.0,33.0,34.0,10.0,10.0,10.0,10.0,42,15722
3399.0,19.0,150.0,110.0,70.0,154.0,0.0,0.0,4.0,0.0,320.0,21.0,68.0,39.0,33.0,51.0,10.0,10.0,7.0,10.0,42,15728
423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,42,15731
467.0,0.0,9.0,27.0,17.0,24.0,0.0,0.0,0.0,0.0,151.0,10.0,15.0,30.0,20.0,22.0,10.0,10.0,10.0,10.0,42,15734
52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,42,15741
162.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,10.0,11.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,42,15744
55.0,0.0,11.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,52.0,10.0,17.0,5.0,6.0,10.0,10.0,10.0,10.0,10.0,42,15752
5253.0,21.0,188.0,162.0,173.0,136.0,0.0,0.0,0.0,0.0,266.0,23.0,72.0,50.0,49.0,48.0,15.0,15.0,15.0,15.0,42,15824
3563.0,0.0,57.0,14.0,56.0,71.0,0.0,0.0,0.0,0.0,179.0,10.0,44.0,21.0,43.0,52.0,10.0,10.0,10.0,10.0,42,15846
11159.0,1035.0,333.0,377.0,361.0,474.0,10.0,48.0,46.0,145.0,562.0,320.0,136.0,118.0,108.0,106.0,17.0,47.0,47.0,90.0,42,15906
697.0,0.0,0.0,0.0,28.0,16.0,0.0,0.0,0.0,0.0,259.0,10.0,10.0,10.0,43.0,26.0,10.0,10.0,10.0,10.0,42,15937
4021.0,468.0,74.0,81.0,36.0,47.0,0.0,0.0,0.0,0.0,259.0,93.0,36.0,36.0,20.0,21.0,10.0,10.0,10.0,10.0,42,15940
644.0,0.0,0.0,19.0,34.0,33.0,0.0,0.0,0.0,0.0,152.0,10.0,10.0,16.0,32.0,31.0,10.0,10.0,10.0,10.0,42,15957
235.0,0.0,5.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,120.0,10.0,9.0,9.0,10.0,13.0,10.0,10.0,10.0,10.0,42,15634
10115.0,137.0,390.0,266.0,225.0,330.0,0.0,0.0,0.0,6.0,470.0,79.0,95.0,70.0,76.0,95.0,16.0,16.0,16.0,10.0,42,15656
426.0,0.0,14.0,5.0,2.0,7.0,0.0,0.0,0.0,0.0,132.0,10.0,11.0,8.0,4.0,11.0,10.0,10.0,10.0,10.0,42,15663
15964.0,96.0,515.0,467.0,370.0,430.0,0.0,0.0,0.0,0.0,724.0,70.0,177.0,151.0,131.0,111.0,16.0,16.0,16.0,16.0,42,15666
3345.0,16.0,19.0,74.0,32.0,27.0,0.0,0.0,15.0,0.0,445.0,23.0,24.0,45.0,34.0,29.0,10.0,10.0,23.0,10.0,42,15670
1564.0,0.0,35.0,55.0,22.0,13.0,0.0,0.0,0.0,0.0,178.0,10.0,26.0,34.0,14.0,11.0,10.0,10.0,10.0,10.0,42,15923
34912.0,2101.0,919.0,1147.0,863.0,1122.0,138.0,62.0,0.0,212.0,1058.0,715.0,238.0,276.0,224.0,317.0,129.0,101.0,22.0,220.0,42,19116
3447.0,17.0,65.0,111.0,86.0,65.0,0.0,6.0,0.0,6.0,224.0,23.0,28.0,35.0,37.0,30.0,10.0,8.0,10.0,8.0,42,19555
8880.0,184.0,235.0,199.0,211.0,204.0,0.0,6.0,0.0,5.0,511.0,110.0,110.0,83.0,83.0,78.0,15.0,9.0,15.0,9.0,42,19565
33397.0,4990.0,1628.0,1564.0,1357.0,1376.0,169.0,233.0,174.0,226.0,1265.0,877.0,245.0,279.0,259.0,264.0,105.0,104.0,104.0,126.0,42,19601
22697.0,1751.0,527.0,602.0,700.0,949.0,48.0,71.0,92.0,117.0,753.0,669.0,160.0,155.0,144.0,179.0,48.0,70.0,86.0,99.0,42,19608
54827.0,4588.0,1421.0,1683.0,1369.0,1334.0,305.0,183.0,66.0,188.0,415.0,723.0,263.0,275.0,263.0,242.0,131.0,104.0,54.0,120.0,42,19020
34479.0,3410.0,997.0,908.0,1119.0,1153.0,163.0,145.0,228.0,104.0,1054.0,755.0,295.0,297.0,240.0,291.0,137.0,133.0,124.0,95.0,42,19115
74971.0,39072.0,3082.0,2797.0,2498.0,3115.0,1904.0,1651.0,1333.0,1568.0,2453.0,2259.0,587.0,526.0,494.0,545.0,506.0,360.0,388.0,442.0,42,19120
1098.0,45.0,31.0,1.0,34.0,19.0,0.0,0.0,0.0,12.0,240.0,45.0,30.0,3.0,34.0,22.0,10.0,10.0,10.0,18.0,42,19501
5890.0,100.0,130.0,142.0,150.0,77.0,0.0,0.0,0.0,0.0,22.0,96.0,65.0,68.0,90.0,52.0,15.0,15.0,15.0,15.0,42,19074
260.0,19.0,3.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,106.0,31.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,42,19017
11308.0,275.0,169.0,362.0,127.0,390.0,19.0,0.0,0.0,0.0,519.0,210.0,90.0,150.0,84.0,129.0,30.0,16.0,16.0,16.0,42,19060
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,42,19109
23.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,42,19375
3139.0,537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.0,183.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,42,19383
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,42,19442
630.0,84.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,290.0,122.0,10.0,10.0,10.0,23.0,10.0,10.0,10.0,10.0,42,19456
127.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,30.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,42,19477
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,42,19535
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,42,19538
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,42,19542
181.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,158.0,10.0,10.0,10.0,18.0,10.0,10.0,10.0,10.0,10.0,42,19564
18160.0,425.0,419.0,859.0,521.0,472.0,10.0,67.0,38.0,9.0,439.0,221.0,131.0,216.0,144.0,151.0,17.0,64.0,57.0,16.0,42,18067
10984.0,39.0,270.0,399.0,295.0,209.0,0.0,0.0,0.0,0.0,563.0,52.0,105.0,103.0,107.0,96.0,16.0,16.0,16.0,16.0,42,18080
924.0,0.0,0.0,14.0,9.0,21.0,0.0,0.0,0.0,0.0,247.0,10.0,10.0,22.0,14.0,24.0,10.0,10.0,10.0,10.0,42,18435
447.0,0.0,6.0,16.0,8.0,16.0,0.0,0.0,0.0,0.0,172.0,10.0,10.0,17.0,13.0,19.0,10.0,10.0,10.0,10.0,42,18443
89.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,47.0,10.0,10.0,10.0,7.0,4.0,10.0,10.0,10.0,10.0,42,18455
1195.0,72.0,2.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,294.0,94.0,13.0,14.0,13.0,10.0,10.0,10.0,10.0,10.0,42,18464
763.0,12.0,15.0,40.0,40.0,33.0,0.0,0.0,0.0,0.0,290.0,25.0,19.0,37.0,53.0,32.0,10.0,10.0,10.0,10.0,42,18473
590.0,0.0,0.0,9.0,6.0,4.0,0.0,0.0,0.0,0.0,113.0,10.0,10.0,6.0,9.0,5.0,10.0,10.0,10.0,10.0,42,18616
361.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,111.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,42,18625
521.0,7.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,142.0,15.0,7.0,10.0,3.0,4.0,10.0,10.0,10.0,10.0,42,18626
1327.0,0.0,36.0,33.0,31.0,25.0,0.0,0.0,0.0,0.0,197.0,10.0,22.0,19.0,17.0,20.0,10.0,10.0,10.0,10.0,42,18636
7268.0,113.0,157.0,134.0,241.0,195.0,0.0,13.0,12.0,6.0,405.0,126.0,58.0,49.0,133.0,104.0,15.0,19.0,32.0,16.0,42,18644
8511.0,411.0,356.0,223.0,216.0,204.0,61.0,44.0,33.0,9.0,328.0,243.0,123.0,68.0,72.0,81.0,66.0,37.0,36.0,16.0,42,18651
350.0,5.0,7.0,7.0,4.0,5.0,0.0,0.0,0.0,0.0,75.0,12.0,7.0,7.0,4.0,5.0,10.0,10.0,10.0,10.0,42,18456
330.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,10.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,42,18461
361.0,2.0,9.0,1.0,4.0,10.0,0.0,0.0,0.0,0.0,83.0,4.0,9.0,3.0,5.0,10.0,10.0,10.0,10.0,10.0,42,18462
235.0,0.0,10.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,10.0,16.0,42.0,10.0,10.0,10.0,10.0,10.0,10.0,42,18469
663.0,0.0,51.0,8.0,11.0,31.0,0.0,0.0,0.0,0.0,170.0,10.0,35.0,7.0,19.0,27.0,10.0,10.0,10.0,10.0,42,18471
2731.0,8.0,53.0,47.0,113.0,77.0,0.0,0.0,0.0,0.0,233.0,9.0,23.0,23.0,39.0,35.0,10.0,10.0,10.0,10.0,42,18623
344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,42,18624
13114.0,274.0,214.0,297.0,258.0,426.0,0.0,1.0,30.0,0.0,299.0,134.0,92.0,82.0,88.0,82.0,16.0,2.0,46.0,16.0,42,18634
233.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,107.0,10.0,10.0,10.0,10.0,6.0,10.0,10.0,10.0,10.0,42,18653
8650.0,110.0,324.0,270.0,90.0,276.0,0.0,0.0,0.0,0.0,458.0,77.0,166.0,127.0,63.0,124.0,15.0,15.0,15.0,15.0,42,18708
101.0,0.0,5.0,3.0,10.0,6.0,0.0,0.0,0.0,0.0,43.0,10.0,7.0,4.0,9.0,8.0,10.0,10.0,10.0,10.0,42,18825
1515.0,0.0,24.0,30.0,31.0,40.0,0.0,0.0,0.0,0.0,186.0,10.0,18.0,19.0,19.0,21.0,10.0,10.0,10.0,10.0,42,18826
9974.0,755.0,383.0,460.0,344.0,299.0,0.0,16.0,0.0,0.0,537.0,444.0,180.0,247.0,129.0,120.0,15.0,26.0,15.0,15.0,42,18031
13558.0,236.0,386.0,286.0,341.0,356.0,0.0,16.0,0.0,14.0,660.0,145.0,137.0,102.0,111.0,115.0,16.0,25.0,16.0,22.0,42,18036
16568.0,1499.0,309.0,788.0,498.0,506.0,0.0,186.0,99.0,33.0,319.0,456.0,120.0,184.0,155.0,173.0,16.0,94.0,89.0,34.0,42,18040
1119.0,0.0,28.0,6.0,23.0,22.0,0.0,0.0,0.0,0.0,202.0,10.0,33.0,10.0,24.0,25.0,10.0,10.0,10.0,10.0,42,18059
10013.0,13.0,233.0,383.0,305.0,348.0,0.0,0.0,0.0,0.0,454.0,22.0,101.0,149.0,108.0,148.0,16.0,16.0,16.0,16.0,42,18071
966.0,19.0,28.0,37.0,23.0,15.0,0.0,0.0,0.0,0.0,170.0,32.0,19.0,20.0,16.0,17.0,10.0,10.0,10.0,10.0,42,18085
7468.0,712.0,321.0,257.0,135.0,250.0,29.0,26.0,0.0,54.0,726.0,288.0,201.0,159.0,83.0,125.0,54.0,45.0,15.0,67.0,42,18210
1038.0,6.0,18.0,19.0,15.0,7.0,0.0,0.0,0.0,0.0,158.0,7.0,13.0,16.0,15.0,7.0,10.0,10.0,10.0,10.0,42,18216
560.0,35.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,138.0,47.0,10.0,10.0,10.0,18.0,10.0,10.0,10.0,10.0,42,18248
131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,42,18323
7293.0,53.0,44.0,231.0,102.0,214.0,0.0,0.0,0.0,0.0,315.0,46.0,31.0,94.0,54.0,77.0,15.0,15.0,15.0,15.0,42,18328
1108.0,0.0,29.0,14.0,6.0,4.0,0.0,0.0,0.0,0.0,412.0,10.0,36.0,23.0,8.0,6.0,10.0,10.0,10.0,10.0,42,18070
2806.0,165.0,62.0,67.0,58.0,86.0,0.0,4.0,10.0,5.0,193.0,145.0,37.0,31.0,29.0,37.0,10.0,8.0,15.0,7.0,42,18076
7501.0,0.0,64.0,199.0,94.0,129.0,0.0,0.0,0.0,0.0,415.0,15.0,41.0,113.0,49.0,55.0,15.0,15.0,15.0,15.0,42,18078
155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,42,18081
508.0,15.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,209.0,21.0,10.0,22.0,18.0,10.0,10.0,10.0,10.0,10.0,42,18087
3135.0,0.0,76.0,85.0,75.0,88.0,0.0,0.0,0.0,0.0,279.0,10.0,50.0,68.0,46.0,55.0,10.0,10.0,10.0,10.0,42,18092
27182.0,2201.0,874.0,892.0,957.0,821.0,39.0,110.0,90.0,124.0,535.0,711.0,174.0,224.0,168.0,195.0,43.0,74.0,86.0,97.0,42,18201
1412.0,6.0,39.0,20.0,0.0,75.0,0.0,0.0,0.0,0.0,329.0,11.0,44.0,31.0,10.0,66.0,10.0,10.0,10.0,10.0,42,18211
119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,42,18357
11996.0,757.0,144.0,349.0,128.0,218.0,6.0,41.0,24.0,42.0,718.0,387.0,54.0,133.0,52.0,93.0,11.0,49.0,37.0,56.0,42,18428
2518.0,4.0,44.0,51.0,22.0,36.0,0.0,0.0,0.0,0.0,195.0,6.0,26.0,23.0,20.0,19.0,10.0,10.0,10.0,10.0,42,15926
3487.0,0.0,115.0,100.0,36.0,61.0,0.0,0.0,0.0,0.0,416.0,10.0,82.0,78.0,32.0,56.0,10.0,10.0,10.0,10.0,42,15935
801.0,0.0,20.0,13.0,28.0,12.0,0.0,0.0,0.0,0.0,128.0,10.0,22.0,13.0,16.0,15.0,10.0,10.0,10.0,10.0,42,15961
908.0,0.0,45.0,14.0,23.0,30.0,0.0,0.0,0.0,0.0,114.0,10.0,37.0,10.0,15.0,16.0,10.0,10.0,10.0,10.0,42,15762
162.0,0.0,8.0,3.0,10.0,23.0,0.0,0.0,0.0,0.0,68.0,10.0,13.0,5.0,13.0,25.0,10.0,10.0,10.0,10.0,42,15760
14362.0,61.0,498.0,463.0,487.0,385.0,0.0,0.0,0.0,0.0,392.0,60.0,87.0,78.0,92.0,71.0,16.0,16.0,16.0,16.0,42,15767
537.0,2.0,32.0,5.0,13.0,20.0,0.0,0.0,0.0,0.0,101.0,3.0,23.0,5.0,15.0,15.0,10.0,10.0,10.0,10.0,42,15773
329.0,0.0,14.0,10.0,1.0,6.0,0.0,0.0,0.0,0.0,131.0,10.0,14.0,12.0,2.0,7.0,10.0,10.0,10.0,10.0,42,15655
8744.0,0.0,169.0,160.0,129.0,131.0,0.0,0.0,0.0,0.0,267.0,15.0,65.0,62.0,73.0,62.0,15.0,15.0,15.0,15.0,42,15658
8482.0,216.0,435.0,418.0,262.0,236.0,15.0,23.0,0.0,0.0,579.0,111.0,130.0,109.0,133.0,100.0,24.0,24.0,15.0,15.0,42,19137
17478.0,1019.0,341.0,556.0,328.0,547.0,36.0,14.0,0.0,31.0,569.0,364.0,124.0,151.0,103.0,136.0,32.0,15.0,16.0,32.0,42,19046
35476.0,1569.0,874.0,978.0,896.0,895.0,27.0,58.0,116.0,5.0,720.0,389.0,181.0,168.0,216.0,216.0,25.0,40.0,80.0,8.0,42,19047
35798.0,1794.0,895.0,1006.0,996.0,802.0,33.0,56.0,13.0,38.0,548.0,339.0,191.0,188.0,191.0,168.0,34.0,60.0,20.0,49.0,42,19063
7710.0,624.0,412.0,300.0,259.0,260.0,33.0,55.0,16.0,50.0,323.0,220.0,113.0,84.0,85.0,76.0,47.0,35.0,26.0,42.0,42,19075
6534.0,515.0,291.0,201.0,165.0,431.0,0.0,16.0,0.0,15.0,84.0,259.0,142.0,98.0,107.0,161.0,15.0,25.0,15.0,25.0,42,19076
4478.0,0.0,101.0,140.0,87.0,94.0,0.0,0.0,0.0,0.0,282.0,10.0,67.0,74.0,59.0,82.0,10.0,10.0,10.0,10.0,42,19547
420.0,0.0,30.0,23.0,24.0,12.0,0.0,0.0,0.0,0.0,120.0,10.0,22.0,16.0,21.0,11.0,10.0,10.0,10.0,10.0,42,19559
5517.0,79.0,189.0,172.0,220.0,214.0,0.0,0.0,0.0,0.0,233.0,52.0,85.0,62.0,80.0,77.0,15.0,15.0,15.0,15.0,42,19567
10543.0,1004.0,510.0,403.0,364.0,459.0,10.0,18.0,12.0,0.0,487.0,197.0,146.0,144.0,161.0,112.0,17.0,28.0,21.0,16.0,42,19611
9910.0,382.0,288.0,380.0,208.0,325.0,0.0,0.0,0.0,35.0,644.0,243.0,122.0,181.0,85.0,105.0,15.0,15.0,15.0,51.0,42,19317
54675.0,10888.0,1913.0,1796.0,1820.0,1978.0,310.0,362.0,398.0,370.0,853.0,704.0,272.0,232.0,275.0,317.0,122.0,136.0,97.0,135.0,42,19320
5442.0,112.0,157.0,162.0,134.0,137.0,12.0,0.0,14.0,0.0,304.0,81.0,59.0,52.0,45.0,46.0,18.0,15.0,22.0,15.0,42,19330
18859.0,999.0,350.0,457.0,341.0,483.0,0.0,56.0,49.0,5.0,911.0,410.0,137.0,130.0,107.0,131.0,16.0,60.0,59.0,7.0,42,19342
7946.0,172.0,133.0,249.0,127.0,245.0,0.0,14.0,0.0,4.0,528.0,92.0,60.0,63.0,57.0,78.0,15.0,15.0,15.0,6.0,42,19343
23537.0,962.0,564.0,598.0,656.0,604.0,7.0,37.0,8.0,9.0,533.0,335.0,162.0,124.0,161.0,152.0,11.0,32.0,12.0,15.0,42,19348
2574.0,17.0,53.0,32.0,42.0,34.0,0.0,0.0,0.0,0.0,214.0,20.0,32.0,24.0,34.0,26.0,10.0,10.0,10.0,10.0,42,18458
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,42,18459
1158.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,91.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,42,18503
13744.0,835.0,243.0,384.0,267.0,491.0,35.0,30.0,0.0,18.0,712.0,258.0,125.0,143.0,96.0,188.0,32.0,42.0,16.0,24.0,42,18509
12005.0,71.0,221.0,348.0,309.0,229.0,0.0,0.0,0.0,0.0,501.0,77.0,121.0,133.0,143.0,104.0,16.0,16.0,16.0,16.0,42,18512
12056.0,101.0,266.0,337.0,301.0,339.0,0.0,0.0,7.0,9.0,338.0,51.0,61.0,67.0,52.0,70.0,16.0,16.0,9.0,10.0,42,18657
39841.0,5168.0,1423.0,1255.0,1106.0,1211.0,321.0,205.0,311.0,229.0,655.0,699.0,230.0,206.0,230.0,187.0,129.0,120.0,138.0,107.0,42,18702
14426.0,611.0,430.0,203.0,330.0,347.0,13.0,8.0,26.0,5.0,553.0,257.0,142.0,80.0,111.0,130.0,22.0,13.0,35.0,9.0,42,18705
210.0,4.0,22.0,10.0,15.0,10.0,0.0,0.0,0.0,0.0,62.0,5.0,18.0,9.0,11.0,7.0,10.0,10.0,10.0,10.0,42,18814
16665.0,4301.0,717.0,524.0,560.0,577.0,265.0,244.0,154.0,221.0,338.0,429.0,168.0,166.0,161.0,145.0,114.0,133.0,76.0,88.0,42,19015
11722.0,410.0,295.0,348.0,307.0,321.0,0.0,0.0,0.0,0.0,655.0,193.0,125.0,104.0,127.0,88.0,16.0,16.0,16.0,16.0,42,19030
30940.0,4182.0,802.0,884.0,981.0,727.0,41.0,72.0,37.0,65.0,742.0,481.0,148.0,174.0,221.0,160.0,49.0,51.0,34.0,46.0,42,19038
34470.0,5578.0,1272.0,783.0,1236.0,1233.0,46.0,28.0,41.0,168.0,1614.0,899.0,379.0,227.0,272.0,277.0,63.0,40.0,42.0,106.0,42,19136
10109.0,493.0,220.0,436.0,275.0,208.0,0.0,28.0,2.0,0.0,391.0,268.0,103.0,115.0,128.0,77.0,16.0,40.0,4.0,16.0,42,19081
11537.0,342.0,339.0,441.0,232.0,299.0,0.0,0.0,0.0,0.0,310.0,169.0,145.0,139.0,88.0,120.0,16.0,16.0,16.0,16.0,42,19086
12375.0,1054.0,237.0,152.0,115.0,117.0,0.0,0.0,0.0,0.0,690.0,361.0,80.0,100.0,66.0,73.0,16.0,16.0,16.0,16.0,42,19106
34784.0,29372.0,1334.0,1371.0,1306.0,1109.0,1292.0,1135.0,1089.0,1050.0,1923.0,1990.0,388.0,312.0,400.0,329.0,390.0,300.0,350.0,318.0,42,19141
46623.0,14501.0,1835.0,1187.0,1085.0,1103.0,519.0,544.0,318.0,375.0,2038.0,1554.0,491.0,335.0,351.0,252.0,296.0,264.0,216.0,159.0,42,19145
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,42,19367
1146.0,0.0,52.0,61.0,0.0,13.0,0.0,0.0,0.0,0.0,467.0,10.0,79.0,66.0,10.0,22.0,10.0,10.0,10.0,10.0,42,19374
1037.0,0.0,16.0,14.0,34.0,32.0,0.0,0.0,0.0,0.0,341.0,10.0,24.0,22.0,37.0,34.0,10.0,10.0,10.0,10.0,42,19437
10911.0,247.0,395.0,455.0,267.0,382.0,0.0,0.0,0.0,7.0,494.0,145.0,132.0,116.0,114.0,121.0,16.0,16.0,16.0,15.0,42,19444
56398.0,3151.0,1429.0,1627.0,1363.0,1844.0,61.0,194.0,206.0,154.0,1116.0,581.0,244.0,221.0,209.0,244.0,43.0,119.0,120.0,77.0,42,19446
1662.0,19.0,18.0,75.0,69.0,18.0,0.0,0.0,0.0,0.0,435.0,30.0,30.0,50.0,87.0,27.0,10.0,10.0,10.0,10.0,42,19453
17613.0,468.0,425.0,599.0,426.0,681.0,0.0,104.0,24.0,9.0,390.0,329.0,116.0,153.0,116.0,164.0,16.0,121.0,25.0,16.0,42,19465
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,42,19519
15439.0,400.0,285.0,465.0,444.0,257.0,16.0,0.0,0.0,0.0,387.0,215.0,103.0,129.0,126.0,99.0,27.0,16.0,16.0,16.0,42,19610
10316.0,541.0,232.0,236.0,251.0,449.0,0.0,11.0,21.0,0.0,627.0,321.0,103.0,105.0,87.0,155.0,16.0,16.0,32.0,16.0,42,19609
29237.0,1565.0,961.0,812.0,752.0,613.0,58.0,43.0,110.0,28.0,946.0,354.0,189.0,191.0,160.0,134.0,57.0,41.0,73.0,35.0,42,19454
15572.0,1434.0,578.0,560.0,467.0,493.0,38.0,84.0,64.0,45.0,316.0,349.0,126.0,130.0,123.0,101.0,49.0,64.0,88.0,45.0,42,19462
46918.0,6765.0,1758.0,1528.0,1720.0,1488.0,357.0,114.0,370.0,392.0,549.0,600.0,277.0,216.0,223.0,281.0,164.0,56.0,143.0,150.0,42,19464
32466.0,2016.0,617.0,989.0,694.0,994.0,59.0,61.0,0.0,118.0,951.0,474.0,153.0,180.0,169.0,222.0,67.0,46.0,22.0,101.0,42,19002
8470.0,514.0,171.0,199.0,76.0,306.0,0.0,0.0,0.0,0.0,265.0,221.0,105.0,130.0,70.0,129.0,15.0,15.0,15.0,15.0,42,19510
7162.0,127.0,153.0,225.0,201.0,231.0,0.0,13.0,0.0,13.0,381.0,106.0,49.0,57.0,48.0,60.0,15.0,17.0,15.0,20.0,42,19506
3163.0,0.0,47.0,174.0,179.0,93.0,0.0,0.0,0.0,0.0,398.0,10.0,44.0,79.0,92.0,51.0,10.0,10.0,10.0,10.0,42,19507
14209.0,70.0,234.0,361.0,412.0,509.0,0.0,0.0,0.0,0.0,644.0,53.0,107.0,99.0,124.0,185.0,16.0,16.0,16.0,16.0,42,19522
11245.0,14.0,299.0,295.0,157.0,303.0,0.0,0.0,0.0,0.0,319.0,15.0,121.0,90.0,63.0,85.0,16.0,16.0,16.0,16.0,42,19526
4870.0,68.0,136.0,113.0,51.0,152.0,0.0,0.0,0.0,0.0,430.0,53.0,53.0,52.0,34.0,59.0,10.0,10.0,10.0,10.0,42,19551
411.0,0.0,0.0,14.0,10.0,20.0,0.0,0.0,0.0,0.0,143.0,10.0,10.0,22.0,17.0,31.0,10.0,10.0,10.0,10.0,42,19554
28319.0,2361.0,928.0,1506.0,1285.0,1156.0,47.0,97.0,123.0,120.0,1087.0,499.0,207.0,300.0,285.0,260.0,58.0,64.0,97.0,75.0,42,19604
197.0,38.0,19.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,146.0,64.0,31.0,10.0,10.0,10.0,31.0,10.0,10.0,10.0,42,17072
3192.0,114.0,66.0,82.0,72.0,80.0,0.0,0.0,0.0,13.0,237.0,121.0,29.0,24.0,24.0,34.0,10.0,10.0,10.0,20.0,42,17082
2307.0,48.0,44.0,80.0,43.0,72.0,6.0,10.0,5.0,4.0,148.0,36.0,26.0,26.0,19.0,26.0,6.0,12.0,8.0,6.0,42,17098
3163.0,5.0,70.0,144.0,67.0,126.0,0.0,0.0,0.0,0.0,274.0,12.0,36.0,58.0,27.0,50.0,10.0,10.0,10.0,10.0,42,15563
311.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,162.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,42,15624
215.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,134.0,10.0,10.0,10.0,10.0,26.0,10.0,10.0,10.0,10.0,42,15647
690.0,51.0,23.0,24.0,54.0,0.0,0.0,0.0,0.0,0.0,255.0,60.0,27.0,27.0,74.0,10.0,10.0,10.0,10.0,10.0,42,15671
